SBD,Sở GD,Toán,Văn,Sử,Địa,Lí,Hoá,Sinh,Ngoại ngữ,GDCD,Năm thi,KHTN,KHXH
2000227,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,6.75,,,7.75,,6.5,9.6,,2024,,
2000228,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.75,,,7.5,,5.5,6.0,,2024,,
2000229,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.0,5.75,5.5,,,,9.4,8.25,2024,,6.5
2000230,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.0,7.25,8.0,,,,,8.75,2024,,8.0
2000231,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,8.25,,,6.75,,8.25,9.0,,2024,,
2000232,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.6,6.25,7.75,8.0,,,,5.8,7.5,2024,,7.8
2000233,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,,,6.25,,6.5,10.0,,2024,,
2000234,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,5.5,,,4.25,,5.0,7.8,,2024,,
2000235,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,7.5,6.5,7.75,,,,8.8,6.75,2024,,7.0
2000236,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,4.0,,,4.25,,5.5,9.8,,2024,,
2000237,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.75,,,2.5,,4.0,8.4,,2024,,
2000238,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.0,,,4.5,,5.75,8.6,,2024,,
2000239,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,5.0,,,7.0,,5.5,8.2,,2024,,
2000240,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,,,5.75,,5.0,9.0,,2024,,
2000241,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,,,7.25,,7.25,,,2024,,
2000242,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,8.0,6.5,6.0,,,,8.6,8.75,2024,,7.1
2000243,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.0,8.75,8.0,,,,,9.25,2024,,8.7
2000244,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,,,7.25,,2.25,8.6,,2024,,
2000245,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.5,,,3.25,,7.0,,,2024,,
2000246,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.25,,,7.75,,6.0,9.0,,2024,,
2000247,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.75,,,7.0,,7.25,9.6,,2024,,
2000248,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,6.0,,,8.25,,5.25,8.8,,2024,,
2000249,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.8,8.75,6.75,7.25,,,,8.6,8.0,2024,,7.3
2000250,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.0,8.25,7.25,,,,8.6,8.25,2024,,7.9
2000251,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.75,,,4.25,,8.75,,,2024,,
2000252,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.25,7.5,6.75,,,,9.2,7.75,2024,,7.3
2000253,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.75,,,5.25,,5.25,8.4,,2024,,
2000254,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.75,,,8.25,,5.75,8.8,,2024,,
2000255,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,,,5.0,,7.0,,,2024,,
2000256,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.25,9.0,8.25,,,,9.4,9.0,2024,,8.8
2000257,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.25,8.0,8.25,,,,8.6,9.25,2024,,8.5
2000258,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.25,,,2.75,,3.75,9.0,,2024,,
2000259,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.25,,,7.0,,5.25,8.4,,2024,,
2000260,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.5,,,4.25,,8.0,7.0,,2024,,
2000261,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.75,,,5.0,,6.75,9.8,,2024,,
2000262,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.75,,,6.25,,6.5,9.2,,2024,,
2000263,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.0,,,4.5,,4.75,9.4,,2024,,
2000264,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.5,,,5.5,,7.75,9.0,,2024,,
2000265,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.0,,,8.0,,5.75,9.0,,2024,,
2000266,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.25,,,6.0,,5.25,8.2,,2024,,
2000267,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.75,,,8.75,,5.25,6.0,,2024,,
2000269,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.25,,,2.5,,6.0,8.6,,2024,,
2000270,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.75,8.0,7.75,,,,9.2,8.25,2024,,8.0
2000271,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.0,,,7.25,,4.75,7.2,,2024,,
2000272,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.0,,,3.75,,6.5,7.4,,2024,,
2000273,Sở GD&ĐT Thành Phố Hồ Chí Minh,2.2,6.25,6.0,6.0,,,,5.4,8.0,2024,,6.7
2000274,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8.25,8.0,8.5,,,,9.0,8.25,2024,,8.2
2000275,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.75,,,5.25,,5.75,9.8,,2024,,
2000276,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.75,6.5,6.75,,,,7.6,9.0,2024,,7.4
2000277,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.5,9.25,9.0,,,,,8.75,2024,,9.0
2000278,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,5.5,,7.5,7.0,,2024,,
2000279,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8.25,9.0,5.75,,,,9.0,8.25,2024,,7.7
2000280,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.5,,,4.25,,6.75,,,2024,,
2000281,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,5.75,,,6.5,,4.25,6.8,,2024,,
2000282,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.25,7.25,8.0,,,,9.0,8.5,2024,,7.9
2000283,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,8.5,,,7.75,,6.25,9.2,,2024,,
2000284,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,6.25,,6.0,6.8,,2024,,
2000285,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,6.5,7.25,7.25,,,,9.6,8.25,2024,,7.6
2000286,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,6.75,6.5,,,,9.4,7.75,2024,,7.0
2000287,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.0,,,6.25,,5.0,9.2,,2024,,
2000288,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.5,,,6.75,,5.25,7.4,,2024,,
2000289,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.5,,,6.0,,3.5,6.4,,2024,,
2000290,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.75,8.0,8.0,,,,8.8,9.75,2024,,8.6
2000291,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,8.5,7.0,8.25,,,,6.0,8.0,2024,,7.8
2000292,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.5,,,8.25,,5.75,7.6,,2024,,
2000293,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,8.0,4.75,7.0,,,,6.6,9.0,2024,,6.9
2000294,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,8.25,7.5,7.5,,,,9.0,8.5,2024,,7.8
2000295,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,8.5,7.25,8.25,,,,9.0,9.25,2024,,8.2
2000296,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.75,,,5.75,,6.25,,,2024,,
2000297,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.5,,,7.5,,6.75,9.2,,2024,,
2000298,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.75,,,4.0,,8.5,,,2024,,
2000299,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.0,7.5,7.0,,,,7.2,8.5,2024,,7.7
2000300,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,5.75,,,8.5,,4.5,9.6,,2024,,
2000301,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8.0,,,7.0,,6.75,9.6,,2024,,
2000302,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.25,,,8.0,,7.0,8.8,,2024,,
2000303,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,5.25,6.5,,,,6.6,7.75,2024,,6.5
2000304,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.75,,,7.75,,6.25,,,2024,,
2000305,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,4.75,,,6.25,,7.25,9.2,,2024,,
2000306,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.75,,,6.0,,5.5,,,2024,,
2000307,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.0,,,2.75,,5.25,9.2,,2024,,
2000308,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,4.75,,,7.5,,4.5,8.8,,2024,,
2000309,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,8.25,,6.75,9.2,,2024,,
2000310,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.0,6.75,5.25,5.75,,,,3.0,7.5,2024,,6.2
2000311,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.75,,,4.25,,6.5,9.4,,2024,,
2000312,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.75,,,7.5,,5.0,8.0,,2024,,
2000313,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.25,,,5.25,,6.75,9.8,,2024,,
2000314,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,,,5.25,,7.0,9.6,,2024,,
2000315,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.0,,,6.5,,6.0,8.8,,2024,,
2000316,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,,,4.5,,7.5,,,2024,,
2000317,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.0,,,4.75,,6.0,9.0,,2024,,
2000318,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.5,,,8.0,,4.25,6.2,,2024,,
2000319,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.5,4.75,5.0,,,,5.8,8.25,2024,,6.0
2000320,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.8,7.0,5.5,5.25,,,,4.4,6.75,2024,,5.8
2000321,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.75,,,8.25,,6.25,9.2,,2024,,
2000322,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.0,,,7.0,,6.75,9.4,,2024,,
2000323,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,,,7.0,,4.5,9.0,,2024,,
2000324,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,6.75,,,8.0,,4.75,8.6,,2024,,
2000325,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8.25,,,8.0,,6.25,8.0,,2024,,
2000326,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.75,6.75,6.5,,,,6.6,8.0,2024,,7.1
2000327,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.0,,,6.75,,6.25,8.6,,2024,,
2000328,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,,,5.75,,6.25,,,2024,,
2000329,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,3.75,,,8.0,,4.75,7.8,,2024,,
2000330,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.5,8.25,7.5,,,,9.2,7.25,2024,,7.7
2000331,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.5,,,7.5,,4.75,7.6,,2024,,
2000332,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,,,5.0,,8.75,,,2024,,
2000333,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.0,7.5,8.25,,,,8.2,8.0,2024,,7.9
2000334,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,8.25,7.75,8.0,,,,7.2,7.25,2024,,7.7
2000335,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.25,,,6.25,,6.5,9.0,,2024,,
2000336,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.0,,,4.5,,9.5,7.6,,2024,,
2000337,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,,,6.75,,6.75,9.4,,2024,,
2000338,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.0,,,4.75,,8.75,9.0,,2024,,
2000339,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,4.5,,,4.75,,7.25,8.6,,2024,,
2000340,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,8.25,,5.25,8.0,,2024,,
2000341,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,7.75,,6.0,7.8,,2024,,
2000342,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.0,5.5,6.5,,,,3.6,6.5,2024,,6.2
2000343,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.25,,,4.0,,5.75,,,2024,,
2000344,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.0,,,6.5,,7.25,9.8,,2024,,
2000345,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.5,,,8.0,,5.5,7.2,,2024,,
2000346,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.0,7.75,8.5,,,,,8.0,2024,,8.1
2000347,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.0,8.75,9.0,,,,8.8,8.75,2024,,8.8
2000348,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,5.25,,,4.0,,5.25,4.6,,2024,,
2000349,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,8.0,,7.25,,,2024,,
2000350,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,,,5.0,,6.25,8.4,,2024,,
2000351,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.0,,,8.25,,9.0,9.8,,2024,,
2000352,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.25,,,7.25,,5.25,7.4,,2024,,
2000353,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.8,6.0,5.5,6.5,,,,2.4,7.0,2024,,6.3
2000354,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.25,,,6.0,,5.75,9.6,,2024,,
2000355,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.25,,,8.25,,6.0,6.6,,2024,,
2000356,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.0,,,8.75,,6.75,9.0,,2024,,
2000357,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.75,6.0,6.75,,,,8.0,8.25,2024,,7.0
2000358,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,,,7.5,,7.25,7.6,,2024,,
2000359,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.25,,,7.5,,6.0,9.0,,2024,,
2000360,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,2.75,,,3.0,,5.75,6.8,,2024,,
2000361,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.75,,,6.0,,6.75,8.6,,2024,,
2000362,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.0,,,5.75,,6.0,9.0,,2024,,
2000363,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.5,,,2.5,,6.25,7.2,,2024,,
2000364,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,7.5,,8.0,9.2,,2024,,
2000365,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.75,,,6.75,,8.75,,,2024,,
2000366,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,6.0,,,3.5,,6.5,5.0,,2024,,
2000367,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.0,,,7.5,,5.25,,,2024,,
2000368,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.0,,,3.5,,6.0,9.4,,2024,,
2000369,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.25,,,6.5,,3.5,5.4,,2024,,
2000370,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.25,8.25,7.75,,,,8.2,8.25,2024,,8.1
2000371,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.75,,,7.25,,6.75,8.8,,2024,,
2000372,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,,,5.0,,4.5,7.2,,2024,,
2000373,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,6.5,,5.5,8.6,,2024,,
2000374,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.0,,,4.25,,9.25,9.2,,2024,,
2000375,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.75,,,7.0,,7.0,9.4,,2024,,
2000376,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8.5,,,8.5,,7.75,9.0,,2024,,
2000377,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,6.75,,,3.5,,5.0,5.4,,2024,,
2000378,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,5.0,,6.25,9.4,,2024,,
2000379,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.75,,,7.5,,4.5,6.0,,2024,,
2000380,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,4.75,,,5.0,,5.25,2.4,,2024,,
2000381,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,,,6.25,,4.5,6.8,,2024,,
2000382,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8.25,,,7.0,,6.0,8.2,,2024,,
2000383,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,7.25,,,3.75,,4.75,8.8,,2024,,
2000384,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,5.75,,,8.0,,5.25,8.6,,2024,,
2000385,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,8.25,,5.25,9.6,,2024,,
2000386,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.0,,,7.25,,6.5,7.8,,2024,,
2000387,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,,,8.5,,5.0,9.0,,2024,,
2000388,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.25,,,8.25,,7.0,9.8,,2024,,
2000389,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,,,8.0,,5.0,9.6,,2024,,
2000390,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.5,,,6.25,,5.0,6.2,,2024,,
2000391,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,,,6.5,,5.75,8.4,,2024,,
2000392,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.75,,,7.75,,6.0,8.4,,2024,,
2000393,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.0,,,6.0,,4.5,7.8,,2024,,
2000394,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,5.25,,7.75,9.2,,2024,,
2000395,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.0,,,3.5,,7.5,7.2,,2024,,
2000396,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.5,,,3.75,,8.5,6.8,,2024,,
2000397,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.25,,,4.25,,5.5,8.6,,2024,,
2000398,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.5,,,7.75,,4.0,9.0,,2024,,
2000399,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,,,7.0,,7.0,8.0,,2024,,
2000400,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.75,,,6.5,,6.5,9.2,,2024,,
2000401,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.0,,,8.25,,6.25,8.2,,2024,,
2000402,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.75,,,6.0,,5.5,9.0,,2024,,
2000403,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,5.25,,9.25,9.4,,2024,,
2000404,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.75,,,4.5,,6.0,8.6,,2024,,
2000405,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,5.0,,,5.0,,7.0,7.4,,2024,,
2000406,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,,,6.25,,7.25,8.6,,2024,,
2000407,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.25,,,8.75,,7.5,7.6,,2024,,
2000408,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.0,,,7.25,,8.0,9.4,,2024,,
2000409,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.0,,,5.25,,5.25,8.6,,2024,,
2000410,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.0,,,4.5,,6.0,9.2,,2024,,
2000411,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,5.75,,,4.25,,7.25,3.4,,2024,,
2000412,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.75,,,7.0,,5.0,8.4,,2024,,
2000413,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.5,,,4.75,,6.5,9.2,,2024,,
2000414,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,5.5,,,6.0,,3.75,4.0,,2024,,
2000415,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,5.25,,,3.75,,4.25,4.4,,2024,,
2000416,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.5,,,6.75,,6.0,8.8,,2024,,
2000417,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,5.25,,,8.5,,3.0,8.2,,2024,,
2000418,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.5,,,2.75,,8.0,6.2,,2024,,
2000419,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.75,,,5.25,,7.0,7.4,,2024,,
2000420,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,3.75,,,5.5,,6.75,9.0,,2024,,
2000421,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,5.5,,,4.75,,4.75,9.2,,2024,,
2000422,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.5,,,7.25,,5.0,5.6,,2024,,
2000423,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,5.0,,5.5,9.2,,2024,,
2000424,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,5.25,,6.5,8.6,,2024,,
2000425,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.5,,,5.75,,9.0,7.4,,2024,,
2000426,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,6.25,,,8.75,,7.0,8.6,,2024,,
2000427,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,,,7.5,,5.5,7.6,,2024,,
2000428,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.5,,,7.5,,6.5,9.8,,2024,,
2000429,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,4.5,,,8.5,,6.25,8.8,,2024,,
2000430,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.25,,,7.75,,6.0,7.2,,2024,,
2000431,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,,,7.0,,6.0,8.4,,2024,,
2000432,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.5,,,7.75,,8.0,9.8,,2024,,
2000433,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.75,8.5,7.5,,,,9.0,9.5,2024,,8.5
2000434,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,4.0,,7.25,9.0,,2024,,
2000435,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,,,7.5,,5.25,5.6,,2024,,
2000436,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.25,,,9.0,,6.5,8.0,,2024,,
2000437,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,,,7.5,,5.75,9.0,,2024,,
2000438,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,3.75,,,7.0,,6.0,8.4,,2024,,
2000439,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.75,,,6.75,,6.25,8.4,,2024,,
2000440,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.0,,,7.0,,5.5,8.4,,2024,,
2000441,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.25,,,6.5,,4.25,6.4,,2024,,
2000442,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.75,,,8.5,,4.5,9.0,,2024,,
2000443,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.5,,,7.5,,6.5,8.6,,2024,,
2000444,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,,,5.25,,6.0,9.0,,2024,,
2000445,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,8.0,,,3.25,,6.75,9.0,,2024,,
2000446,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,,,7.75,,6.25,8.0,,2024,,
2000447,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.0,,,2.75,,6.75,8.6,,2024,,
2000448,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.0,,,7.25,,4.5,9.0,,2024,,
2000449,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.0,,,6.75,,8.25,10.0,,2024,,
2000450,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.5,,,5.5,,4.5,8.6,,2024,,
2000451,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.0,,,7.0,,6.5,9.4,,2024,,
2000452,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.0,,,5.75,,5.5,8.4,,2024,,
2000453,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.0,,,7.25,,7.25,7.6,,2024,,
2000454,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.0,,,4.0,,4.5,8.6,,2024,,
2000455,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.0,,,8.25,,8.0,9.6,,2024,,
2000456,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.5,,,4.0,,5.25,7.8,,2024,,
